client,last_visit,visits,unique_visits,amount,quantity,items,weekends,Recency,Frequency,Monetary,avg_check,avg_items,last_visit_amount,event
client3982,2019-06-01,39,10,41197,68,33,17,92,10,41197,4119.7,6.8,78,False
client39820,2018-12-22,20,11,5913,22,19,4,253,11,5913,537.5454545454545,2.0,1699,False
client39821,2019-03-27,84,33,38494,247,59,14,158,33,38494,1166.4848484848485,7.484848484848484,117,False
client39822,2018-08-29,1,1,499,1,1,0,368,1,499,499.0,1.0,499,False
client39823,2019-08-22,85,22,89627,180,82,6,10,22,89627,4073.9545454545455,8.181818181818182,2198,True
client39824,2017-10-05,1,1,165,1,1,0,696,1,165,165.0,1.0,165,False
client39826,2017-11-04,10,1,2335,20,10,10,666,1,2335,2335.0,20.0,134,False
client39827,2019-04-01,3,2,2724,3,3,0,153,2,2724,1362.0,1.5,999,True
client39828,2019-07-25,84,24,22166,104,83,8,38,24,22166,923.5833333333334,4.333333333333333,74,True
client3983,2019-03-18,4,1,5997,21,4,0,167,1,5997,5997.0,21.0,2718,False
client39830,2019-08-30,22,13,8939,24,20,7,2,13,8939,687.6153846153846,1.8461538461538463,215,False
client39831,2019-07-11,112,30,86053,321,85,50,52,30,86053,2868.4333333333334,10.7,73,False
client39832,2019-04-06,16,4,1880,18,15,9,148,4,1880,470.0,4.5,223,False
client39833,2019-07-06,27,6,20468,36,24,3,57,6,20468,3411.3333333333335,6.0,465,True
client39834,2019-05-25,11,4,7582,28,11,10,99,4,7582,1895.5,7.0,599,False
client39835,2018-10-17,10,3,3779,21,9,0,319,3,3779,1259.6666666666667,7.0,19,False
client39836,2019-07-17,102,8,64319,145,97,50,46,8,64319,8039.875,18.125,484,False
client39837,2019-08-19,4,3,4157,8,3,1,13,3,4157,1385.6666666666667,2.6666666666666665,319,True
client39838,2017-12-03,2,2,2064,8,2,1,637,2,2064,1032.0,4.0,840,False
client39839,2018-08-16,10,1,2642,10,10,0,381,1,2642,2642.0,10.0,199,False
client3984,2019-07-07,14,5,32158,19,14,7,56,5,32158,6431.6,3.8,51,False
client39840,2019-01-19,40,1,2362,137,40,40,225,1,2362,2362.0,137.0,276,False
client39842,2018-07-15,6,2,6413,15,6,3,413,2,6413,3206.5,7.5,374,False
client39843,2019-03-28,18,10,14558,22,15,7,157,10,14558,1455.8,2.2,569,False
client39844,2019-01-15,9,8,28287,56,5,2,229,8,28287,3535.875,7.0,1245,False
client39845,2019-07-27,34,9,5969,63,28,21,36,9,5969,663.2222222222222,7.0,39,False
client39846,2018-12-31,25,3,19393,54,25,24,244,3,19393,6464.333333333333,18.0,6299,False
client39847,2019-01-23,1,1,239,1,1,0,221,1,239,239.0,1.0,239,False
client39848,2019-04-06,2,1,2021,4,2,2,148,1,2021,2021.0,4.0,1181,False
client39849,2019-08-29,7,1,8654,7,7,0,3,1,8654,8654.0,7.0,2599,False
client3985,2018-05-25,1,1,299,1,1,0,464,1,299,299.0,1.0,299,False
client39850,2019-08-09,35,12,116910,55,31,11,23,12,116910,9742.5,4.583333333333333,49990,True
client39851,2019-02-17,7,2,37771,11,7,6,196,2,37771,18885.5,5.5,99,False
client39853,2018-12-22,1,1,51,3,1,1,253,1,51,51.0,3.0,51,False
client39854,2018-12-27,1,1,124,1,1,0,248,1,124,124.0,1.0,124,False
client39855,2019-06-18,15,6,6417,20,14,12,75,6,6417,1069.5,3.3333333333333335,99,False
client39856,2019-03-01,27,3,17995,52,27,0,184,3,17995,5998.333333333333,17.333333333333332,220,False
client39857,2019-05-18,54,20,20074,183,37,20,106,20,20074,1003.7,9.15,189,True
client39858,2018-07-09,18,8,40829,31,15,10,419,8,40829,5103.625,3.875,225,False
client39859,2017-12-13,3,1,5250,10,3,0,627,1,5250,5250.0,10.0,1752,False
client3986,2019-08-28,36,8,16138,72,29,13,4,8,16138,2017.25,9.0,258,True
client39860,2019-08-17,77,36,22962,119,62,32,15,36,22962,637.8333333333334,3.3055555555555554,75,True
client39862,2019-07-27,11,2,8255,25,8,7,36,2,8255,4127.5,12.5,139,True
client39863,2019-08-14,11,3,3530,13,11,7,18,3,3530,1176.6666666666667,4.333333333333333,2399,False
client39864,2019-05-26,9,3,12458,9,9,7,98,3,12458,4152.666666666667,3.0,28,False
client39865,2018-01-07,3,1,866,4,3,3,602,1,866,866.0,4.0,149,False
client39866,2019-05-21,3,2,2275,5,2,0,103,2,2275,1137.5,2.5,379,False
client39867,2019-05-14,13,3,7722,21,12,7,110,3,7722,2574.0,7.0,48,False
client39868,2017-11-26,2,1,1944,2,2,2,644,1,1944,1944.0,2.0,972,False
client39869,2019-08-19,36,6,14749,61,36,4,13,6,14749,2458.1666666666665,10.166666666666666,199,True
client3987,2019-08-02,35,9,20916,149,32,19,30,9,20916,2324.0,16.555555555555557,139,True
client39870,2019-08-31,93,22,41450,235,82,47,1,22,41450,1884.090909090909,10.681818181818182,136,True
client39871,2018-09-14,4,1,6035,5,4,0,352,1,6035,6035.0,5.0,258,False
client39873,2019-07-22,29,8,4859,51,28,6,41,8,4859,607.375,6.375,269,False
client39874,2018-10-30,17,1,5087,27,17,0,306,1,5087,5087.0,27.0,25,False
client39875,2019-07-18,6,3,17546,8,6,1,45,3,17546,5848.666666666667,2.6666666666666665,298,False
client39877,2019-07-22,23,10,58873,122,20,15,41,10,58873,5887.3,12.2,11569,False
client39878,2019-03-02,8,5,28456,18,6,1,183,5,28456,5691.2,3.6,7620,True
client39879,2018-05-06,7,2,465,12,7,7,483,2,465,232.5,6.0,22,False
client3988,2019-04-17,6,3,3019,16,6,0,137,3,3019,1006.3333333333334,5.333333333333333,69,False
client39880,2019-04-18,14,2,3618,17,14,0,136,2,3618,1809.0,8.5,699,False
client39881,2019-08-30,63,14,29593,231,60,8,2,14,29593,2113.785714285714,16.5,426,True
client39882,2019-04-13,58,3,13378,101,57,34,141,3,13378,4459.333333333333,33.666666666666664,389,False
client39883,2019-01-18,6,2,277,6,6,0,226,2,277,138.5,3.0,87,False
client39884,2018-02-06,6,1,7207,9,6,0,572,1,7207,7207.0,9.0,716,False
client39885,2019-04-25,5,2,3603,8,5,0,129,2,3603,1801.5,4.0,44,False
client39886,2019-07-28,1,1,386,2,1,1,35,1,386,386.0,2.0,386,False
client39887,2018-08-06,1,1,139,1,1,0,391,1,139,139.0,1.0,139,False
client39888,2019-08-07,21,5,2785,27,19,4,25,5,2785,557.0,5.4,79,False
client3989,2018-04-28,8,2,3663,9,8,1,491,2,3663,1831.5,4.5,799,False
client39890,2018-08-11,1,1,2899,1,1,1,386,1,2899,2899.0,1.0,2899,False
client39891,2018-08-04,1,1,349,1,1,1,393,1,349,349.0,1.0,349,False
client39892,2019-06-03,13,9,7771,15,13,3,90,9,7771,863.4444444444445,1.6666666666666667,238,False
client39893,2018-10-31,6,2,10048,6,6,5,305,2,10048,5024.0,3.0,1199,False
client39894,2019-06-25,46,17,26266,77,44,5,68,17,26266,1545.0588235294117,4.529411764705882,198,False
client39895,2018-05-19,6,1,1245,8,6,6,470,1,1245,1245.0,8.0,138,False
client39896,2019-03-18,31,7,17289,82,29,6,167,7,17289,2469.8571428571427,11.714285714285714,289,False
client39897,2019-08-25,23,2,776,24,23,23,7,2,776,388.0,12.0,4,False
client39898,2019-08-29,200,71,94909,454,145,40,3,71,94909,1336.7464788732395,6.394366197183099,1199,True
client39899,2019-06-05,4,1,6846,4,4,0,88,1,6846,6846.0,4.0,5999,False
client399,2019-01-11,10,2,3217,14,10,0,233,2,3217,1608.5,7.0,62,False
client3990,2019-05-12,4,1,1439,11,4,4,112,1,1439,1439.0,11.0,169,False
client39900,2019-08-21,19,6,10966,45,16,13,11,6,10966,1827.6666666666667,7.5,367,False
client39901,2018-12-29,7,2,2678,22,7,6,246,2,2678,1339.0,11.0,118,False
client39902,2019-08-05,4,3,2193,5,4,1,27,3,2193,731.0,1.6666666666666667,310,False
client39903,2019-08-05,7,3,1185,8,7,1,27,3,1185,395.0,2.6666666666666665,179,False
client39904,2018-08-25,12,1,3006,28,12,12,372,1,3006,3006.0,28.0,130,False
client39905,2019-04-10,118,13,68091,196,116,82,144,13,68091,5237.7692307692305,15.076923076923077,62,False
client39906,2019-05-06,8,2,4308,12,8,0,118,2,4308,2154.0,6.0,699,False
client39907,2019-06-10,3,1,4696,4,3,0,83,1,4696,4696.0,4.0,1499,True
client39909,2018-10-05,29,7,23362,98,27,6,331,7,23362,3337.4285714285716,14.0,84,False
client3991,2019-05-10,32,6,7974,47,31,0,114,6,7974,1329.0,7.833333333333333,310,False
client39910,2017-11-02,1,1,15984,16,1,0,668,1,15984,15984.0,16.0,15984,False
client39911,2017-09-17,2,1,3498,2,2,2,714,1,3498,3498.0,2.0,1499,False
client39912,2017-09-25,7,1,1707,19,7,0,706,1,1707,1707.0,19.0,169,False
client39913,2018-10-01,14,1,2567,27,14,0,335,1,2567,2567.0,27.0,49,False
client39914,2019-08-02,17,6,109263,141,14,10,30,6,109263,18210.5,23.5,232,False
client39915,2019-08-06,1,1,2125,1,1,0,26,1,2125,2125.0,1.0,2125,False
client39916,2019-08-21,67,25,13845,99,57,23,11,25,13845,553.8,3.96,109,False
client39917,2019-07-16,48,14,20204,102,45,15,47,14,20204,1443.142857142857,7.285714285714286,142,False
client39918,2019-08-13,99,25,27222,168,81,30,19,25,27222,1088.88,6.72,299,True
client3992,2019-08-23,44,9,16334,59,42,18,9,9,16334,1814.888888888889,6.555555555555555,179,True
client39920,2018-06-25,9,2,26075,18,8,0,433,2,26075,13037.5,9.0,55,False
client39921,2019-07-13,25,8,47087,131,24,7,50,8,47087,5885.875,16.375,192,False
client39922,2019-07-05,16,9,4204,22,16,1,58,9,4204,467.1111111111111,2.4444444444444446,29,False
client39923,2019-04-13,76,18,40582,152,71,32,141,18,40582,2254.5555555555557,8.444444444444445,5999,False
client39924,2017-12-18,5,1,1578,24,5,0,622,1,1578,1578.0,24.0,580,False
client39925,2019-08-22,12,1,7194,28,12,0,10,1,7194,7194.0,28.0,49,True
client39926,2019-08-10,7,5,16169,7,7,4,22,5,16169,3233.8,1.4,1799,False
client39927,2018-03-21,6,1,14574,101,6,0,529,1,14574,14574.0,101.0,2628,True
client39928,2019-08-01,62,17,9857,94,58,16,31,17,9857,579.8235294117648,5.529411764705882,452,True
client39929,2019-08-08,33,10,13961,60,32,15,24,10,13961,1396.1,6.0,89,True
client3993,2018-04-01,9,3,1923,19,9,1,518,3,1923,641.0,6.333333333333333,177,False
client39930,2017-09-13,6,3,41693,6,6,2,718,3,41693,13897.666666666666,2.0,125,False
client39931,2019-08-14,17,2,1796,23,17,12,18,2,1796,898.0,11.5,239,True
client39932,2018-11-19,9,2,5204,29,8,0,286,2,5204,2602.0,14.5,284,False
client39933,2018-01-08,12,2,2008,16,12,0,601,2,2008,1004.0,8.0,198,False
client39934,2019-08-04,13,2,10862,32,13,2,28,2,10862,5431.0,16.0,49,False
client39935,2019-08-06,13,5,10347,17,13,3,26,5,10347,2069.4,3.4,90,False
client39936,2019-08-08,17,5,4677,24,17,10,24,5,4677,935.4,4.8,90,False
client39937,2018-12-18,4,2,2755,4,4,1,257,2,2755,1377.5,2.0,55,True
client39938,2019-06-05,5,3,14952,14,5,0,88,3,14952,4984.0,4.666666666666667,865,False
client39939,2018-03-18,24,4,6635,31,24,18,532,4,6635,1658.75,7.75,498,False
client3994,2018-12-04,1,1,100,4,1,0,271,1,100,100.0,4.0,100,False
client39940,2019-05-29,13,2,4492,19,13,0,95,2,4492,2246.0,9.5,84,False
client39941,2019-07-26,1,1,31332,1,1,0,37,1,31332,31332.0,1.0,31332,False
client39942,2019-06-15,26,7,9018,47,25,22,78,7,9018,1288.2857142857142,6.714285714285714,89,False
client39943,2018-09-17,14,3,15000,38,14,0,349,3,15000,5000.0,12.666666666666666,42,False
client39944,2019-06-17,2,1,2298,2,2,0,76,1,2298,2298.0,2.0,1699,True
client39945,2019-08-08,2,1,819,7,2,0,24,1,819,819.0,7.0,429,True
client39947,2019-08-05,3,1,1222,3,3,0,27,1,1222,1222.0,3.0,369,False
client39948,2019-07-31,78,8,18159,111,74,47,32,8,18159,2269.875,13.875,79,False
client39949,2019-03-09,31,12,36081,129,28,20,176,12,36081,3006.75,10.75,49,False
client3995,2019-04-12,15,3,3219,26,15,0,142,3,3219,1073.0,8.666666666666666,79,True
client39950,2019-07-21,17,5,8509,21,17,11,42,5,8509,1701.8,4.2,24,False
client39951,2019-04-19,23,3,1961,40,22,4,135,3,1961,653.6666666666666,13.333333333333334,356,False
client39952,2019-08-20,6,2,1754,6,4,4,12,2,1754,877.0,3.0,329,False
client39953,2019-07-31,21,11,15325,78,18,8,32,11,15325,1393.1818181818182,7.090909090909091,278,False
client39954,2019-08-31,17,9,17311,34,15,3,1,9,17311,1923.4444444444443,3.7777777777777777,668,True
client39955,2019-05-21,19,5,4303,38,18,4,103,5,4303,860.6,7.6,176,False
client39956,2018-06-03,2,1,1624,6,2,2,455,1,1624,1624.0,6.0,1395,False
client39957,2019-03-15,4,2,7967,7,4,3,170,2,7967,3983.5,3.5,9,False
client39958,2019-08-20,68,11,7294,105,63,28,12,11,7294,663.0909090909091,9.545454545454545,319,False
client39959,2018-07-16,3,1,1353,3,3,0,412,1,1353,1353.0,3.0,89,False
client3996,2019-07-27,46,4,5875,76,46,27,36,4,5875,1468.75,19.0,99,False
client39960,2019-08-06,4,1,7187,5,4,0,26,1,7187,7187.0,5.0,89,False
client39961,2017-11-13,1,1,7415,10,1,0,657,1,7415,7415.0,10.0,7415,True
client39962,2019-04-11,7,1,1148,14,7,0,143,1,1148,1148.0,14.0,387,False
client39963,2018-12-07,7,5,2994,7,7,4,268,5,2994,598.8,1.4,579,False
client39965,2019-05-29,33,7,65846,87,31,0,95,7,65846,9406.57142857143,12.428571428571429,4999,False
client39966,2018-09-07,6,4,41573,8,6,0,359,4,41573,10393.25,2.0,58,False
client39967,2019-08-29,154,31,55640,351,137,46,3,31,55640,1794.8387096774193,11.32258064516129,125,True
client39968,2019-08-15,4,2,2976,4,4,0,17,2,2976,1488.0,2.0,1159,False
client39969,2019-05-08,12,4,170296,430,11,0,116,4,170296,42574.0,107.5,435,False
client3997,2018-05-14,3,1,4743,3,3,0,475,1,4743,4743.0,3.0,4399,False
client39970,2019-07-17,43,15,14889,61,41,7,46,15,14889,992.6,4.066666666666666,45,False
client39971,2019-01-04,5,2,1003,7,5,0,240,2,1003,501.5,3.5,167,False
client39972,2019-04-29,30,2,29966,97,25,0,125,2,29966,14983.0,48.5,252,False
client39973,2019-07-13,4,3,2859,10,4,3,50,3,2859,953.0,3.3333333333333335,255,False
client39974,2019-05-19,55,16,36540,91,54,32,105,16,36540,2283.75,5.6875,186,False
client39975,2019-08-28,321,76,170640,1478,210,72,4,76,170640,2245.2631578947367,19.44736842105263,278,True
client39976,2018-05-06,9,2,6617,18,9,9,483,2,6617,3308.5,9.0,2803,False
client39977,2019-06-29,13,3,3866,16,13,8,64,3,3866,1288.6666666666667,5.333333333333333,89,False
client39978,2019-06-25,12,4,14252,21,12,6,68,4,14252,3563.0,5.25,5499,False
client39979,2019-05-19,3,1,2494,6,3,3,105,1,2494,2494.0,6.0,1298,False
client3998,2019-06-30,10,3,1684,18,10,10,63,3,1684,561.3333333333334,6.0,55,False
client39980,2019-01-21,21,11,26359,66,16,6,223,11,26359,2396.2727272727275,6.0,29,False
client39981,2019-04-28,8,4,5356,15,7,6,126,4,5356,1339.0,3.75,359,False
client39982,2018-06-16,51,6,21022,87,51,13,442,6,21022,3503.6666666666665,14.5,224,False
client39983,2019-07-13,35,10,11448,64,34,16,50,10,11448,1144.8,6.4,109,True
client39984,2019-08-09,1,1,379,1,1,0,23,1,379,379.0,1.0,379,False
client39985,2018-02-05,9,1,944,10,9,0,573,1,944,944.0,10.0,75,False
client39986,2019-03-15,20,10,17383,38,18,7,170,10,17383,1738.3,3.8,104,False
client39987,2019-07-18,2,2,6398,2,2,0,45,2,6398,3199.0,1.0,2199,False
client39988,2019-08-04,34,13,36298,73,30,11,28,13,36298,2792.153846153846,5.615384615384615,999,True
client39989,2019-08-18,5,4,20737,5,5,2,14,4,20737,5184.25,1.25,18990,True
client3999,2019-03-21,6,2,12429,11,6,0,164,2,12429,6214.5,5.5,2999,False
client39990,2019-07-13,18,13,29493,32,15,5,50,13,29493,2268.6923076923076,2.4615384615384617,1749,True
client39991,2018-08-01,11,1,2518,12,11,0,396,1,2518,2518.0,12.0,39,False
client39992,2018-03-11,1,1,830,2,1,1,539,1,830,830.0,2.0,830,False
client39994,2019-07-10,3,2,3337,3,3,2,53,2,3337,1668.5,1.5,39,False
client39995,2018-02-12,2,1,1068,2,2,0,566,1,1068,1068.0,2.0,269,False
client39996,2019-03-08,5,4,57899,35,5,0,177,4,57899,14474.75,8.75,567,True
client39997,2019-04-10,47,6,6100,74,45,0,144,6,6100,1016.6666666666666,12.333333333333334,160,False
client39998,2019-03-09,8,3,6009,28,7,2,176,3,6009,2003.0,9.333333333333334,212,False
client39999,2019-05-08,38,9,19293,91,37,3,116,9,19293,2143.6666666666665,10.11111111111111,305,True
client4,2018-05-06,4,1,5641,5,4,4,483,1,5641,5641.0,5.0,429,False
client40,2019-08-12,26,5,4018,50,25,0,20,5,4018,803.6,10.0,266,True
client400,2019-08-25,43,12,20225,69,39,2,7,12,20225,1685.4166666666667,5.75,90,False
client4000,2017-11-10,3,1,1126,10,3,0,660,1,1126,1126.0,10.0,553,False
client40000,2019-07-14,66,17,54833,155,61,19,49,17,54833,3225.470588235294,9.117647058823529,117,False
client40001,2019-05-17,34,13,9425,52,27,12,107,13,9425,725.0,4.0,1373,False
client40002,2019-07-14,109,30,59808,173,98,28,49,30,59808,1993.6,5.766666666666667,109,False
client40003,2018-11-12,7,3,14120,25,7,3,293,3,14120,4706.666666666667,8.333333333333334,4240,False
client40004,2019-08-22,40,10,12552,51,39,28,10,10,12552,1255.2,5.1,6499,True
client40005,2019-03-28,49,6,5013,116,47,6,157,6,5013,835.5,19.333333333333332,199,False
client40006,2019-08-28,17,8,5790,32,17,3,4,8,5790,723.75,4.0,2792,True
client40007,2019-07-31,41,10,6498,56,38,6,32,10,6498,649.8,5.6,57,True
client40008,2019-05-13,18,6,2072,35,16,6,111,6,2072,345.3333333333333,5.833333333333333,717,False
client40009,2018-11-03,114,9,16073,172,100,49,302,9,16073,1785.888888888889,19.11111111111111,134,False
client4001,2018-08-16,9,3,7670,15,8,0,381,3,7670,2556.6666666666665,5.0,249,False
client40010,2019-07-14,9,2,1516,18,9,9,49,2,1516,758.0,9.0,18,False
client40011,2019-07-27,35,7,11731,57,30,13,36,7,11731,1675.857142857143,8.142857142857142,75,False
client40012,2019-08-29,2,1,286,4,2,0,3,1,286,286.0,4.0,199,False
client40013,2018-08-22,6,1,7042,28,6,0,375,1,7042,7042.0,28.0,998,False
client40014,2019-07-19,1,1,13980,20,1,0,44,1,13980,13980.0,20.0,13980,False
client40015,2018-08-19,8,1,1743,11,8,8,378,1,1743,1743.0,11.0,225,False
client40016,2019-06-05,3,2,323,3,3,0,88,2,323,161.5,1.5,179,False
client40017,2019-08-20,392,72,149332,750,302,131,12,72,149332,2074.0555555555557,10.416666666666666,298,True
client40018,2018-04-21,1,1,75,1,1,1,498,1,75,75.0,1.0,75,False
client40019,2019-03-07,4,2,11678,4,4,1,178,2,11678,5839.0,2.0,75,False
client40020,2019-05-22,63,9,3143,101,59,51,102,9,3143,349.22222222222223,11.222222222222221,54,False
client40021,2019-08-23,27,5,150552,213,26,10,9,5,150552,30110.4,42.6,99,False
client40022,2019-07-13,25,10,9317,60,24,15,50,10,9317,931.7,6.0,59,False
client40023,2019-08-07,24,8,6789,55,20,13,25,8,6789,848.625,6.875,1797,True
client40024,2019-08-28,60,16,28830,200,50,24,4,16,28830,1801.875,12.5,109,True
client40025,2019-08-28,7,3,5011,7,7,3,4,3,5011,1670.3333333333333,2.3333333333333335,3499,False
client40026,2019-01-30,33,7,8713,43,30,2,214,7,8713,1244.7142857142858,6.142857142857143,199,False
client40027,2019-05-15,19,9,12410,53,19,6,109,9,12410,1378.888888888889,5.888888888888889,678,False
client40028,2019-07-21,18,5,8148,19,18,3,42,5,8148,1629.6,3.8,137,False
client40029,2018-11-27,2,1,8184,16,2,0,278,1,8184,8184.0,16.0,3998,False
client4003,2019-08-18,20,3,9525,54,20,16,14,3,9525,3175.0,18.0,319,True
client40030,2018-11-19,1,1,2100,1,1,0,286,1,2100,2100.0,1.0,2100,False
client40031,2017-09-17,15,2,810,22,14,8,714,2,810,405.0,11.0,75,False
client40032,2019-01-16,2,1,989,3,2,0,228,1,989,989.0,3.0,490,False
client40033,2019-03-29,17,6,5069,21,17,15,156,6,5069,844.8333333333334,3.5,249,False
client40034,2019-08-25,18,7,8347,41,18,7,7,7,8347,1192.4285714285713,5.857142857142857,58,True
client40035,2017-09-22,5,1,2243,11,5,0,709,1,2243,2243.0,11.0,219,False
client40036,2018-08-26,4,1,6794,35,4,4,371,1,6794,6794.0,35.0,796,False
client40037,2019-04-17,3,1,1896,4,3,0,137,1,1896,1896.0,4.0,1599,False
client40039,2019-08-28,8,3,1566,9,6,4,4,3,1566,522.0,3.0,49,True
client4004,2019-08-10,22,6,12892,23,22,10,22,6,12892,2148.6666666666665,3.8333333333333335,299,False
client40041,2018-04-26,15,1,1441,31,15,0,493,1,1441,1441.0,31.0,558,False
client40042,2018-10-08,3,1,513,3,3,0,328,1,513,513.0,3.0,149,True
client40043,2019-08-07,146,32,47057,260,103,13,25,32,47057,1470.53125,8.125,71,False
client40045,2019-08-23,66,26,15968,122,57,16,9,26,15968,614.1538461538462,4.6923076923076925,729,True
client40046,2017-12-07,9,1,2553,23,9,0,633,1,2553,2553.0,23.0,478,False
client40049,2019-08-31,44,10,34637,85,42,13,1,10,34637,3463.7,8.5,76,True
client4005,2019-04-18,96,16,12615,125,77,14,136,16,12615,788.4375,7.8125,2590,False
client40050,2019-07-18,27,10,3396,29,27,5,45,10,3396,339.6,2.9,317,False
client40051,2019-08-31,48,5,27891,108,46,13,1,5,27891,5578.2,21.6,1393,True
client40052,2019-07-20,59,16,16924,77,53,10,43,16,16924,1057.75,4.8125,599,False
client40053,2019-08-25,11,2,8388,24,11,6,7,2,8388,4194.0,12.0,189,False
client40054,2019-05-31,12,1,9100,12,12,0,93,1,9100,9100.0,12.0,4199,False
client40055,2019-03-04,9,2,11681,51,9,6,181,2,11681,5840.5,25.5,6209,False
client40056,2019-08-26,7,1,1053,7,7,0,6,1,1053,1053.0,7.0,299,False
client40057,2018-08-24,10,2,2655,59,9,0,373,2,2655,1327.5,29.5,307,False
client40059,2019-02-28,2,1,282,4,2,0,185,1,282,282.0,4.0,237,False
client4006,2017-11-28,7,2,15518,9,7,2,642,2,15518,7759.0,4.5,199,False
client40060,2019-08-12,18,5,4398,43,18,0,20,5,4398,879.6,8.6,137,False
client40062,2019-08-10,105,38,70165,237,89,34,22,38,70165,1846.4473684210527,6.2368421052631575,279,True
client40063,2018-12-29,2,1,1353,7,2,2,246,1,1353,1353.0,7.0,354,False
client40064,2019-06-10,30,6,33480,49,28,7,83,6,33480,5580.0,8.166666666666666,123,True
client40065,2019-07-22,56,9,52012,94,49,8,41,9,52012,5779.111111111111,10.444444444444445,29,True
client40066,2019-04-17,7,2,1345,8,7,0,137,2,1345,672.5,4.0,130,False
client40067,2019-07-05,32,6,31516,63,31,10,58,6,31516,5252.666666666667,10.5,1237,True
client40068,2018-08-16,23,5,5949,27,23,0,381,5,5949,1189.8,5.4,149,False
client40069,2019-01-22,12,8,19746,53,11,2,222,8,19746,2468.25,6.625,675,False
client40070,2019-08-24,114,43,65748,356,88,17,8,43,65748,1529.0232558139535,8.279069767441861,219,True
client40071,2019-06-10,56,20,48083,187,51,23,83,20,48083,2404.15,9.35,99,False
client40073,2019-07-23,13,2,6506,16,13,0,40,2,6506,3253.0,8.0,2500,False
client40074,2019-08-03,66,12,26824,107,64,14,29,12,26824,2235.3333333333335,8.916666666666666,999,True
client40075,2018-09-14,5,2,9731,29,5,0,352,2,9731,4865.5,14.5,4590,False
client40076,2019-08-10,4,1,5587,5,4,4,22,1,5587,5587.0,5.0,110,False
client40077,2019-08-06,116,38,36196,247,94,48,26,38,36196,952.5263157894736,6.5,249,False
client40078,2018-04-22,11,4,20117,35,10,2,497,4,20117,5029.25,8.75,201,False
client40079,2019-08-11,16,10,8563,20,15,6,21,10,8563,856.3,2.0,148,True
client4008,2019-08-08,9,2,13452,9,9,0,24,2,13452,6726.0,4.5,125,True
client40080,2019-01-27,61,3,3475,94,55,61,217,3,3475,1158.3333333333333,31.333333333333332,380,False
client40081,2018-05-03,8,1,1407,15,8,0,486,1,1407,1407.0,15.0,799,False
client40082,2019-02-10,37,11,16651,72,34,9,203,11,16651,1513.7272727272727,6.545454545454546,99,False
client40083,2018-05-24,3,1,6015,5,3,0,465,1,6015,6015.0,5.0,5199,True
client40084,2018-09-04,2,1,3349,2,2,0,362,1,3349,3349.0,2.0,3190,False
client40085,2019-08-07,52,11,14999,98,47,2,25,11,14999,1363.5454545454545,8.909090909090908,99,True
client40086,2018-09-01,4,2,2827,33,4,1,365,2,2827,1413.5,16.5,1599,False
client40087,2018-04-01,3,2,3969,6,2,3,518,2,3969,1984.5,3.0,646,False
client40088,2019-08-24,15,6,14522,19,15,2,8,6,14522,2420.3333333333335,3.1666666666666665,284,True
client40089,2018-07-20,7,1,1151,15,7,0,408,1,1151,1151.0,15.0,473,False
client4009,2019-08-31,3,2,2545,5,3,1,1,2,2545,1272.5,2.5,379,False
client40090,2018-02-17,19,1,2198,34,19,19,561,1,2198,2198.0,34.0,119,False
client40091,2019-08-27,7,3,16741,10,7,0,5,3,16741,5580.333333333333,3.3333333333333335,5998,False
client40092,2019-06-27,14,5,30417,16,14,6,66,5,30417,6083.4,3.2,89,False
client40093,2019-05-12,10,3,3526,10,9,5,112,3,3526,1175.3333333333333,3.3333333333333335,83,False
client40094,2019-08-31,118,38,36301,224,103,56,1,38,36301,955.2894736842105,5.894736842105263,39,False
client40095,2019-08-16,91,32,31767,164,71,10,16,32,31767,992.71875,5.125,9,False
client40096,2019-02-10,7,1,7192,7,7,7,203,1,7192,7192.0,7.0,6999,False
client40098,2019-08-22,25,8,4027,42,14,17,10,8,4027,503.375,5.25,27,False
client40099,2019-05-23,1,1,1839,1,1,0,101,1,1839,1839.0,1.0,1839,False
client401,2019-08-22,31,9,5037,35,30,14,10,9,5037,559.6666666666666,3.888888888888889,138,False
client4010,2019-08-31,56,13,8790,78,56,26,1,13,8790,676.1538461538462,6.0,32,True
client40100,2018-07-26,7,1,3653,7,7,0,402,1,3653,3653.0,7.0,2599,False
client40101,2019-08-06,30,6,14635,76,28,12,26,6,14635,2439.1666666666665,12.666666666666666,265,True
client40102,2019-08-18,26,13,27680,37,21,7,14,13,27680,2129.230769230769,2.8461538461538463,525,False
client40103,2018-10-19,3,2,2767,3,3,2,317,2,2767,1383.5,1.5,119,False
client40104,2019-04-08,1,1,139,1,1,0,146,1,139,139.0,1.0,139,False
client40105,2017-12-14,2,1,1638,2,2,0,626,1,1638,1638.0,2.0,139,False
client40106,2018-08-03,4,1,1140,6,4,0,394,1,1140,1140.0,6.0,175,False
client40109,2018-06-08,3,1,2200,3,3,0,450,1,2200,2200.0,3.0,1999,False
client4011,2019-08-26,15,8,9667,110,13,4,6,8,9667,1208.375,13.75,69,True
client40110,2018-12-15,6,3,8220,8,6,3,260,3,8220,2740.0,2.6666666666666665,219,False
client40111,2019-08-28,148,47,95552,338,134,54,4,47,95552,2033.0212765957447,7.191489361702128,23,True
client40112,2018-11-24,3,1,7633,23,3,3,281,1,7633,7633.0,23.0,219,False
client40113,2019-04-03,8,5,4562,14,7,1,151,5,4562,912.4,2.8,239,False
