item,abc,xyz,abc_xyz
sku15228,C,Z,CZ
sku23004,C,Y,CY
sku25299,C,Z,CZ
sku21694,C,X,CX
sku19628,C,Z,CZ
sku17671,C,Z,CZ
sku15138,C,Z,CZ
sku15948,C,Z,CZ
sku5633,C,Z,CZ
sku12327,C,Z,CZ
sku10141,C,Z,CZ
sku28777,C,Z,CZ
sku3682,C,Z,CZ
sku26238,C,Z,CZ
sku12407,C,X,CX
sku13425,C,X,CX
sku7327,C,Z,CZ
sku6238,C,Z,CZ
sku13636,C,Z,CZ
sku27796,C,Z,CZ
sku24279,C,Z,CZ
sku15694,C,Z,CZ
sku28279,C,X,CX
sku12632,C,X,CX
sku12073,C,Z,CZ
sku12496,C,Z,CZ
sku5063,C,Z,CZ
sku5137,C,Z,CZ
sku2184,C,Z,CZ
sku29288,C,Z,CZ
sku26752,C,Z,CZ
sku3653,C,X,CX
sku29736,C,Y,CY
sku23673,C,X,CX
sku14910,C,Z,CZ
sku11524,C,X,CX
sku13730,C,X,CX
sku16473,C,Z,CZ
sku4310,C,Z,CZ
sku15884,C,Z,CZ
sku27731,C,Z,CZ
sku14879,C,X,CX
sku3597,C,Z,CZ
sku25897,C,Z,CZ
sku14204,C,Z,CZ
sku4501,C,X,CX
sku18574,C,Z,CZ
sku18321,C,Y,CY
sku10065,C,Z,CZ
sku29412,C,X,CX
sku26396,C,Z,CZ
sku4758,C,X,CX
sku13019,C,Z,CZ
sku30376,C,X,CX
sku888,C,Z,CZ
sku1740,C,Z,CZ
sku347,C,Z,CZ
sku12293,C,Z,CZ
sku21918,C,X,CX
sku21887,C,Z,CZ
sku19760,C,Z,CZ
sku7726,C,X,CX
sku5667,C,Z,CZ
sku18650,C,Z,CZ
sku30445,C,Z,CZ
sku27380,C,Z,CZ
sku21659,C,Z,CZ
sku331,C,X,CX
sku13397,C,Z,CZ
sku28630,C,Z,CZ
sku16007,C,Z,CZ
sku23971,C,Z,CZ
sku10980,C,Z,CZ
sku13054,C,Z,CZ
sku21427,C,Z,CZ
sku27086,C,Z,CZ
sku4260,C,Z,CZ
sku21336,C,Z,CZ
sku2550,C,Z,CZ
sku2576,C,Z,CZ
sku30159,C,Z,CZ
sku16744,C,Z,CZ
sku28860,C,Z,CZ
sku20215,C,Z,CZ
sku21802,C,X,CX
sku26423,C,Z,CZ
sku12599,C,Z,CZ
sku5786,C,Z,CZ
sku10343,C,Z,CZ
sku16713,C,Z,CZ
sku29688,C,Z,CZ
sku5038,C,Z,CZ
sku1013,C,Z,CZ
sku4731,C,Y,CY
sku24925,C,Z,CZ
sku1184,C,X,CX
sku18309,C,Z,CZ
sku6526,C,X,CX
sku26007,C,Z,CZ
sku9662,C,Z,CZ
sku10710,C,Z,CZ
sku29432,C,Z,CZ
sku19429,C,Z,CZ
sku26874,C,Z,CZ
sku4567,C,Z,CZ
sku6329,C,Z,CZ
sku30464,C,Z,CZ
sku17637,C,Z,CZ
sku29775,C,Z,CZ
sku18550,C,Z,CZ
sku22696,C,Z,CZ
sku7780,C,Z,CZ
sku10340,C,Z,CZ
sku11653,C,Z,CZ
sku30515,C,Z,CZ
sku5034,C,Z,CZ
sku1392,C,Z,CZ
sku7456,C,Z,CZ
sku17131,C,Z,CZ
sku22881,C,Z,CZ
sku8367,C,Z,CZ
sku23710,C,Z,CZ
sku7319,C,Z,CZ
sku18186,C,X,CX
sku28327,C,Z,CZ
sku6024,C,Z,CZ
sku3453,C,Z,CZ
sku20070,C,Z,CZ
sku13275,C,Z,CZ
sku28344,C,Z,CZ
sku5593,C,X,CX
sku13395,C,Z,CZ
sku8659,C,X,CX
sku2613,C,Z,CZ
sku19494,C,X,CX
sku13697,C,X,CX
sku6971,C,X,CX
sku4402,C,X,CX
sku27248,C,X,CX
sku24519,C,Z,CZ
sku709,C,Z,CZ
sku10539,C,Z,CZ
sku21919,C,Z,CZ
sku1617,C,X,CX
sku29357,C,X,CX
sku23828,C,X,CX
sku23113,C,X,CX
sku1580,C,Z,CZ
sku15297,C,Z,CZ
sku1476,C,X,CX
sku22918,C,Z,CZ
sku26430,C,X,CX
sku11642,C,X,CX
sku17104,C,Z,CZ
sku16417,C,Z,CZ
sku12042,C,X,CX
sku6173,C,Z,CZ
sku8671,C,Z,CZ
sku462,C,Z,CZ
sku28807,C,Z,CZ
sku12332,C,Z,CZ
sku22499,C,Z,CZ
sku30334,C,X,CX
sku21715,C,Z,CZ
sku2013,C,Z,CZ
sku5398,C,Z,CZ
sku18653,C,Z,CZ
sku3415,C,Z,CZ
sku25953,C,Z,CZ
sku25166,C,Z,CZ
sku29260,C,Z,CZ
sku11358,C,Z,CZ
sku30108,C,Z,CZ
sku28261,C,Z,CZ
sku24891,C,Z,CZ
sku16213,C,Z,CZ
sku24373,C,X,CX
sku3860,C,Z,CZ
sku27573,C,Y,CY
sku29581,C,Y,CY
sku13930,C,Z,CZ
sku5867,C,Z,CZ
sku3968,C,Z,CZ
sku13304,C,Y,CY
sku18752,C,Z,CZ
sku2117,C,X,CX
sku20849,C,Z,CZ
sku22238,C,Z,CZ
sku9027,C,Z,CZ
sku29608,C,Z,CZ
sku17783,C,X,CX
sku13509,C,Z,CZ
sku21888,C,X,CX
sku7320,C,Z,CZ
sku12266,C,Z,CZ
sku30313,C,X,CX
sku6013,C,Z,CZ
sku2101,C,Z,CZ
sku517,C,Z,CZ
sku25781,C,Z,CZ
sku10895,C,Z,CZ
sku27437,C,Z,CZ
sku16443,C,Z,CZ
sku21132,C,Z,CZ
sku20715,C,Z,CZ
sku26454,C,Z,CZ
sku3990,C,X,CX
sku9008,C,Z,CZ
sku19938,C,Z,CZ
sku6826,C,X,CX
sku18674,C,Z,CZ
sku23386,C,Z,CZ
sku22196,C,X,CX
sku5360,C,Z,CZ
sku13532,C,Z,CZ
sku28854,C,X,CX
sku14221,C,Z,CZ
sku14293,C,Z,CZ
sku29170,C,Z,CZ
sku26977,C,Z,CZ
sku9237,C,Z,CZ
sku22341,C,X,CX
sku12020,C,Z,CZ
sku4159,C,Z,CZ
sku14876,C,Z,CZ
sku25096,C,Z,CZ
sku26055,C,X,CX
sku21009,C,X,CX
sku12088,C,Z,CZ
sku4900,C,Z,CZ
sku9243,C,Z,CZ
sku27403,C,X,CX
sku8558,C,Z,CZ
sku2377,C,Z,CZ
sku3599,C,Z,CZ
sku11756,C,Z,CZ
sku25481,C,Z,CZ
sku11363,C,Z,CZ
sku797,C,Z,CZ
sku11946,C,Z,CZ
sku10714,C,X,CX
sku22376,C,Z,CZ
sku6163,C,Z,CZ
sku4609,C,X,CX
sku22090,C,Z,CZ
sku14161,C,Z,CZ
sku3981,C,Z,CZ
sku27490,C,Z,CZ
sku4884,C,Z,CZ
sku21683,C,X,CX
sku13458,C,Y,CY
sku25221,C,Z,CZ
sku10639,C,X,CX
sku933,C,Z,CZ
sku5020,C,Z,CZ
sku800,C,X,CX
sku4062,C,Z,CZ
sku5465,C,Z,CZ
sku10470,C,X,CX
sku7962,C,Z,CZ
sku9730,C,Z,CZ
sku17875,C,Z,CZ
sku16911,C,Z,CZ
sku3440,C,X,CX
sku26744,C,X,CX
sku13894,C,Z,CZ
sku861,C,X,CX
sku20063,C,X,CX
sku11948,C,Z,CZ
sku3011,C,Z,CZ
sku18224,C,X,CX
sku18635,C,Z,CZ
sku1524,C,X,CX
sku26855,C,X,CX
sku30143,C,X,CX
sku27903,C,Z,CZ
sku30438,C,X,CX
sku13107,C,Z,CZ
sku20216,C,Y,CY
sku13006,C,Z,CZ
sku20614,C,Z,CZ
sku23480,C,Z,CZ
sku11657,C,Z,CZ
sku979,C,Y,CY
sku9482,C,Z,CZ
sku3544,C,Z,CZ
sku7945,C,Z,CZ
sku3249,C,Z,CZ
sku13828,C,Y,CY
sku22823,C,Z,CZ
sku20651,C,Z,CZ
sku12779,C,X,CX
sku26676,C,Z,CZ
sku1917,C,X,CX
sku16929,C,Z,CZ
sku18513,C,Z,CZ
sku22901,C,X,CX
sku20325,C,Z,CZ
sku10123,C,Z,CZ
sku10226,C,Z,CZ
sku9404,C,Z,CZ
sku23878,C,Z,CZ
sku17042,C,Z,CZ
sku26305,C,X,CX
sku26078,C,Z,CZ
sku13430,C,X,CX
sku7281,C,Z,CZ
sku6230,C,Z,CZ
sku26477,C,Z,CZ
sku29791,C,X,CX
sku15414,C,Z,CZ
sku3460,C,Z,CZ
sku10679,C,Y,CY
sku14116,C,Z,CZ
sku25782,C,Z,CZ
sku14454,C,Z,CZ
sku27196,C,Z,CZ
sku6876,C,Z,CZ
sku5220,C,Z,CZ
sku15051,C,Y,CY
sku2792,C,X,CX
sku13188,C,Z,CZ
sku8570,C,Z,CZ
sku7650,C,Z,CZ
sku7466,C,Z,CZ
sku14058,C,X,CX
sku27862,C,Z,CZ
sku18558,C,Z,CZ
sku15947,C,X,CX
sku24550,C,Z,CZ
sku29665,C,X,CX
sku14035,C,Z,CZ
sku29530,C,Y,CY
sku23641,C,Z,CZ
sku13062,C,Z,CZ
sku27534,C,X,CX
sku10538,C,Z,CZ
sku11467,C,Z,CZ
sku2592,C,Z,CZ
sku15610,C,X,CX
sku15425,C,Z,CZ
sku17587,C,Z,CZ
sku5996,C,Y,CY
sku11755,C,X,CX
sku16307,C,Z,CZ
sku7641,C,Z,CZ
sku7472,C,X,CX
sku7438,C,Z,CZ
sku27932,C,X,CX
sku12476,C,Z,CZ
sku30510,C,Z,CZ
sku2393,C,Z,CZ
sku11123,C,X,CX
sku383,C,Z,CZ
sku24666,C,Z,CZ
sku26851,C,Z,CZ
sku12401,C,Z,CZ
sku17399,C,Z,CZ
sku18746,C,Z,CZ
sku20207,C,X,CX
sku15480,C,Z,CZ
sku25478,C,Y,CY
sku19092,C,Z,CZ
sku8357,C,Z,CZ
sku5492,C,Z,CZ
sku28237,C,X,CX
sku9267,C,Z,CZ
sku25565,C,Z,CZ
sku12633,C,Z,CZ
sku1869,C,Z,CZ
sku18045,C,Y,CY
sku5520,C,Y,CY
sku6212,C,Z,CZ
sku23656,C,Z,CZ
sku24296,C,Y,CY
sku10549,C,Z,CZ
sku648,C,Z,CZ
sku22473,C,Z,CZ
sku17624,C,X,CX
sku524,C,Z,CZ
sku25372,C,Z,CZ
sku11555,C,Z,CZ
sku29132,C,Z,CZ
sku20086,C,Z,CZ
sku19599,C,Z,CZ
sku6085,C,Z,CZ
sku19350,C,Z,CZ
sku15245,C,X,CX
sku27453,C,Z,CZ
sku20828,C,Z,CZ
sku11202,C,Z,CZ
sku15652,C,Z,CZ
sku12989,C,X,CX
sku2058,C,X,CX
sku13500,C,Z,CZ
sku16884,C,Z,CZ
sku9852,C,Z,CZ
sku28536,C,Z,CZ
sku7013,C,Z,CZ
sku5238,C,Z,CZ
sku7212,C,Z,CZ
sku18503,C,X,CX
sku28115,C,Z,CZ
sku18738,C,Z,CZ
sku17991,C,Z,CZ
sku9097,C,Z,CZ
sku6650,C,Z,CZ
sku27602,C,Z,CZ
sku25836,C,Z,CZ
sku27744,C,Z,CZ
sku3757,C,Z,CZ
sku25427,C,Z,CZ
sku9314,C,Z,CZ
sku3332,C,X,CX
sku25459,C,Z,CZ
sku4693,C,X,CX
sku9853,C,Z,CZ
sku26759,C,X,CX
sku3661,C,Z,CZ
sku119,C,Z,CZ
sku3,C,X,CX
sku2861,C,Z,CZ
sku28696,C,Z,CZ
sku12152,C,Y,CY
sku29996,C,Z,CZ
sku29054,C,Z,CZ
sku6451,C,Z,CZ
sku28336,C,Z,CZ
sku20354,C,X,CX
sku16500,C,Z,CZ
sku15934,C,Z,CZ
sku1269,C,Z,CZ
sku25927,C,Z,CZ
sku23990,C,Z,CZ
sku20833,C,Z,CZ
sku16253,C,Z,CZ
sku3832,C,Z,CZ
sku12997,C,Z,CZ
sku10402,C,Z,CZ
sku15341,C,X,CX
sku1805,C,Z,CZ
sku22771,C,Z,CZ
sku18305,C,Z,CZ
sku26063,C,Z,CZ
sku20155,C,Z,CZ
sku12176,C,Z,CZ
sku14566,C,Z,CZ
sku24849,C,Z,CZ
sku19874,C,Z,CZ
sku20021,C,Z,CZ
sku16558,C,X,CX
sku6858,C,Z,CZ
sku17339,C,Z,CZ
sku5646,C,Z,CZ
sku23733,C,Z,CZ
sku8877,C,X,CX
sku29887,C,Z,CZ
sku22353,C,Z,CZ
sku29890,C,Z,CZ
sku22809,C,X,CX
sku9128,C,Z,CZ
sku8766,C,Z,CZ
sku15706,C,Z,CZ
sku12355,C,Z,CZ
sku24691,C,Z,CZ
sku21667,C,Z,CZ
sku3598,C,Z,CZ
sku2267,C,Z,CZ
sku9393,C,Z,CZ
sku22205,C,Z,CZ
sku18705,C,Z,CZ
sku28896,C,X,CX
sku27775,C,Z,CZ
sku847,C,X,CX
sku8222,C,Z,CZ
sku3837,C,Z,CZ
sku3647,C,X,CX
sku4510,C,Z,CZ
sku16247,C,X,CX
sku27663,C,Y,CY
sku1741,C,Z,CZ
sku9566,C,Z,CZ
sku4655,C,Z,CZ
sku2546,C,Z,CZ
sku12253,C,Z,CZ
sku28731,C,Z,CZ
sku11624,C,X,CX
sku5422,C,X,CX
sku10096,C,Z,CZ
sku3465,C,Z,CZ
sku917,C,Z,CZ
sku15733,C,X,CX
sku4174,C,Z,CZ
sku357,C,Z,CZ
sku9095,C,X,CX
sku29719,C,Z,CZ
sku6537,C,X,CX
sku30345,C,Z,CZ
sku18151,C,Z,CZ
sku22360,C,X,CX
sku23216,C,Z,CZ
sku29984,C,Z,CZ
sku16104,C,Z,CZ
sku17621,C,Z,CZ
sku28340,C,Z,CZ
sku19702,C,X,CX
sku21937,C,Z,CZ
sku11557,C,Z,CZ
sku18187,C,Z,CZ
sku3747,C,X,CX
sku25267,C,Z,CZ
sku14719,C,Y,CY
sku22465,C,X,CX
sku22015,C,Z,CZ
sku16297,C,Z,CZ
sku26091,C,Z,CZ
sku3865,C,Z,CZ
sku14149,C,Z,CZ
sku25844,C,Z,CZ
sku27809,C,Z,CZ
sku155,C,Z,CZ
sku26569,C,X,CX
sku14070,C,Z,CZ
sku28353,C,X,CX
sku4747,C,X,CX
sku18518,C,X,CX
sku16393,C,Y,CY
sku20458,C,Z,CZ
sku14452,C,Z,CZ
sku17218,C,X,CX
sku20930,C,Z,CZ
sku21828,C,X,CX
sku24377,C,X,CX
sku6247,C,Z,CZ
sku5683,C,Z,CZ
sku22763,C,Z,CZ
sku1329,C,Z,CZ
sku22396,C,Z,CZ
sku29000,C,Z,CZ
sku30406,C,Z,CZ
sku19890,C,Z,CZ
sku4275,C,Z,CZ
sku1558,C,Z,CZ
sku1456,C,Z,CZ
sku18319,C,Z,CZ
sku11354,C,X,CX
sku3817,C,Z,CZ
sku5808,C,Z,CZ
sku180,C,X,CX
sku21423,C,Z,CZ
sku22254,C,Z,CZ
sku14609,C,Z,CZ
sku7174,C,Z,CZ
sku1986,C,Z,CZ
sku29481,C,X,CX
sku12625,C,Z,CZ
sku14714,C,Z,CZ
sku7894,C,Z,CZ
sku13315,C,Z,CZ
sku4953,C,X,CX
sku12380,C,Z,CZ
sku9194,C,Z,CZ
sku12926,C,X,CX
sku8233,C,Z,CZ
sku12005,C,Z,CZ
sku9912,C,Z,CZ
sku16800,C,Z,CZ
sku12396,C,Z,CZ
sku4558,C,Z,CZ
sku5665,C,X,CX
sku1024,C,Z,CZ
sku7244,C,Z,CZ
sku25983,C,Z,CZ
sku17396,C,Z,CZ
sku6520,C,X,CX
sku3886,C,Z,CZ
sku18683,C,Z,CZ
sku7469,C,Z,CZ
sku13081,C,Z,CZ
sku6533,C,Z,CZ
sku2995,C,Z,CZ
sku22579,C,Z,CZ
sku22906,C,Z,CZ
sku11400,C,Z,CZ
sku25593,C,Z,CZ
sku10513,C,X,CX
sku14886,C,Z,CZ
sku18073,C,Z,CZ
sku14521,C,Z,CZ
sku21523,C,Z,CZ
sku6186,C,X,CX
sku5102,C,X,CX
sku19816,C,Z,CZ
sku30548,C,Z,CZ
sku5106,C,Z,CZ
sku12903,C,Z,CZ
sku9170,C,X,CX
sku29854,C,Z,CZ
sku29532,C,Z,CZ
sku2015,C,Z,CZ
sku9039,C,Z,CZ
sku2500,C,Z,CZ
sku25461,C,Z,CZ
sku12675,C,Z,CZ
sku14273,C,Z,CZ
sku16863,C,Z,CZ
sku29965,C,Z,CZ
sku28320,C,Z,CZ
sku29998,C,Z,CZ
sku22088,C,Z,CZ
sku14555,C,Z,CZ
sku21941,C,X,CX
sku25131,C,Z,CZ
sku28349,C,X,CX
sku16274,C,X,CX
sku29966,C,X,CX
sku3753,C,Z,CZ
sku24907,C,Z,CZ
sku20059,C,Z,CZ
sku23312,C,Z,CZ
sku9847,C,X,CX
sku28358,C,X,CX
sku24135,C,X,CX
sku4777,C,X,CX
sku18409,C,X,CX
sku2942,C,Z,CZ
sku4044,C,X,CX
sku22110,C,X,CX
sku17634,C,Z,CZ
sku19406,C,Z,CZ
sku27869,C,Z,CZ
sku29126,C,X,CX
sku6206,C,Y,CY
sku26643,C,Z,CZ
sku17328,C,X,CX
sku17318,C,X,CX
sku23777,C,Z,CZ
sku8069,C,Z,CZ
sku27974,C,Z,CZ
sku22759,C,Z,CZ
sku14953,C,X,CX
sku1926,C,Z,CZ
sku2617,C,Z,CZ
sku15194,C,X,CX
sku13650,C,X,CX
sku12941,C,X,CX
sku14902,C,Z,CZ
sku17995,C,Y,CY
sku22848,C,X,CX
sku1492,C,Z,CZ
sku30329,C,Z,CZ
sku15640,C,Z,CZ
sku26645,C,Z,CZ
sku24047,C,X,CX
sku15893,C,Z,CZ
sku17300,C,Z,CZ
sku24261,C,X,CX
sku8508,C,Z,CZ
sku30150,C,Z,CZ
sku14791,C,Z,CZ
sku29283,C,Z,CZ
sku28904,C,Z,CZ
sku7505,C,X,CX
sku951,C,X,CX
sku27090,C,Z,CZ
sku3866,C,Z,CZ
sku2098,C,Z,CZ
sku20683,C,Z,CZ
sku13238,C,Y,CY
sku25547,C,X,CX
sku28216,C,X,CX
sku29928,C,Z,CZ
sku9213,C,Z,CZ
sku4994,C,X,CX
sku5887,C,X,CX
sku18117,C,Y,CY
sku21291,C,Z,CZ
sku15427,C,Z,CZ
sku18661,C,Z,CZ
sku19449,C,Z,CZ
sku26993,C,Z,CZ
sku25943,C,Z,CZ
sku26245,C,Z,CZ
sku9894,C,Y,CY
sku3244,C,Z,CZ
sku24339,C,Z,CZ
sku9323,C,X,CX
sku21017,C,Z,CZ
sku28879,C,Z,CZ
sku14292,C,Z,CZ
sku27115,C,Y,CY
sku16707,C,X,CX
sku28903,C,Z,CZ
sku12041,C,Z,CZ
sku26815,C,Z,CZ
sku11591,C,Z,CZ
sku20969,C,X,CX
sku20881,C,Y,CY
sku1858,C,Z,CZ
sku25996,C,Z,CZ
sku15560,C,Z,CZ
sku5206,C,Z,CZ
sku1159,C,X,CX
sku16404,C,Z,CZ
sku19718,C,X,CX
sku16630,C,Z,CZ
sku16341,C,Z,CZ
sku5727,C,Z,CZ
sku970,C,X,CX
sku20925,C,Y,CY
sku4711,C,Z,CZ
sku14538,C,Z,CZ
sku17040,C,Z,CZ
sku18504,C,Z,CZ
sku29606,C,Z,CZ
sku23253,C,X,CX
sku7754,C,X,CX
sku11204,C,Z,CZ
sku5689,C,Z,CZ
sku10497,C,Z,CZ
sku1810,C,Z,CZ
sku25911,C,Z,CZ
sku2966,C,Z,CZ
sku10237,C,Z,CZ
sku25324,C,Z,CZ
sku23479,C,Z,CZ
sku17672,C,Z,CZ
sku26936,C,X,CX
sku12922,C,Y,CY
sku16515,C,Z,CZ
sku16149,C,X,CX
sku14410,C,Z,CZ
sku8854,C,X,CX
sku352,C,Z,CZ
sku6004,C,Z,CZ
sku17712,C,Z,CZ
sku7818,C,Z,CZ
sku16806,C,Z,CZ
sku3530,C,X,CX
sku30481,C,X,CX
sku26171,C,Z,CZ
sku30365,C,Z,CZ
sku19693,C,Y,CY
sku26918,C,Z,CZ
sku9236,C,Z,CZ
sku997,C,Z,CZ
sku227,C,Z,CZ
sku13752,C,Z,CZ
sku8308,C,Z,CZ
sku28404,C,X,CX
sku24183,C,X,CX
sku20856,C,X,CX
sku12430,C,Z,CZ
sku3352,C,X,CX
sku2958,C,Z,CZ
sku17663,C,Z,CZ
sku10475,C,Z,CZ
sku3708,C,X,CX
sku6224,C,Z,CZ
sku18434,C,Y,CY
sku30102,C,Z,CZ
sku10546,C,Z,CZ
sku12028,C,Z,CZ
sku3714,C,X,CX
sku2789,C,Z,CZ
sku19040,C,X,CX
sku26143,C,Z,CZ
sku30349,C,Z,CZ
sku2549,C,Z,CZ
sku21564,C,Y,CY
sku25676,C,Z,CZ
sku24917,C,Z,CZ
sku26367,C,X,CX
sku11590,C,Z,CZ
sku11601,C,Y,CY
sku22697,C,Z,CZ
sku12716,C,Z,CZ
sku8505,C,Z,CZ
sku16774,C,Z,CZ
sku16539,C,Z,CZ
sku29776,C,X,CX
sku4781,C,Z,CZ
sku29268,C,Z,CZ
sku5460,C,X,CX
sku23321,C,Z,CZ
sku8890,C,Y,CY
sku29541,C,Z,CZ
sku29062,C,X,CX
sku1413,C,Z,CZ
sku13194,C,Z,CZ
sku27513,C,Z,CZ
sku10668,C,Z,CZ
sku23539,C,Z,CZ
sku23811,C,Z,CZ
sku26675,C,Z,CZ
sku6985,C,Z,CZ
sku6783,C,Z,CZ
sku30586,C,Z,CZ
sku27319,C,Z,CZ
sku7341,C,Z,CZ
sku472,C,Z,CZ
sku18537,C,Z,CZ
sku7783,C,Z,CZ
sku8385,C,X,CX
sku253,C,X,CX
sku14848,C,X,CX
sku19316,C,X,CX
sku14210,C,Z,CZ
sku6851,C,Z,CZ
sku491,C,Z,CZ
sku29186,C,Z,CZ
sku15257,C,Z,CZ
sku890,C,Z,CZ
sku17566,C,Z,CZ
sku27875,C,X,CX
sku19509,C,X,CX
sku25654,C,Z,CZ
sku30281,C,Z,CZ
sku13260,C,Z,CZ
sku27394,C,X,CX
sku7921,C,Z,CZ
sku22623,C,Z,CZ
sku4124,C,Z,CZ
sku7543,C,Z,CZ
sku11271,C,Z,CZ
sku25936,C,Z,CZ
sku24524,C,X,CX
sku18690,C,Z,CZ
sku19340,C,Z,CZ
sku19010,C,X,CX
sku26223,C,Z,CZ
sku12210,C,Z,CZ
sku28799,C,X,CX
sku25909,C,Z,CZ
sku25412,C,Z,CZ
sku9143,C,Z,CZ
sku5956,C,Z,CZ
sku9193,C,Z,CZ
sku6138,C,Z,CZ
sku30409,C,Z,CZ
sku27124,C,Z,CZ
sku21655,C,X,CX
sku3943,C,X,CX
sku8221,C,X,CX
sku3109,C,Z,CZ
sku8442,C,X,CX
sku10775,C,Z,CZ
sku28641,C,Z,CZ
sku15972,C,Z,CZ
sku5854,C,Z,CZ
sku23029,C,Z,CZ
sku14090,C,X,CX
sku19547,C,Z,CZ
sku23654,C,X,CX
sku26955,C,Z,CZ
sku29028,C,X,CX
sku21705,C,X,CX
sku28090,C,Z,CZ
sku26226,C,Z,CZ
sku2573,C,Z,CZ
sku422,C,X,CX
sku19089,C,Z,CZ
sku15342,C,Z,CZ
sku24228,C,X,CX
sku2865,C,Y,CY
sku30574,C,Z,CZ
sku11184,C,Z,CZ
sku23484,C,Z,CZ
sku10212,C,Z,CZ
sku13142,C,Z,CZ
sku9701,C,Z,CZ
sku1360,C,Z,CZ
sku8118,C,X,CX
sku30456,C,Z,CZ
sku19817,C,Z,CZ
sku24205,C,Z,CZ
sku29217,C,Z,CZ
sku20051,C,X,CX
sku1927,C,Z,CZ
sku961,C,X,CX
sku3605,C,Z,CZ
sku1837,C,X,CX
sku6607,C,X,CX
sku19537,C,Z,CZ
sku27103,C,Z,CZ
sku29347,C,Z,CZ
sku7046,C,X,CX
sku3203,C,X,CX
sku20235,C,X,CX
sku24180,C,Z,CZ
sku5705,C,X,CX
sku15022,C,Z,CZ
sku24025,C,Z,CZ
sku27401,C,Z,CZ
sku127,C,Z,CZ
sku8621,C,Z,CZ
sku26770,C,Z,CZ
sku25092,C,Z,CZ
sku16196,C,Z,CZ
sku23067,C,Z,CZ
sku16006,C,Z,CZ
sku18710,C,Z,CZ
sku5664,C,Z,CZ
sku6694,C,X,CX
sku2999,C,Z,CZ
sku27337,C,Z,CZ
sku18877,C,X,CX
sku18483,C,Z,CZ
sku6272,C,Z,CZ
sku9896,C,Z,CZ
sku4172,C,Z,CZ
sku949,C,X,CX
sku4055,C,Z,CZ
sku21051,C,Z,CZ
sku11991,C,Z,CZ
sku21492,C,Z,CZ
sku5367,C,Z,CZ
sku10351,C,Z,CZ
sku14000,C,Z,CZ
sku326,C,X,CX
sku13590,C,Z,CZ
sku5378,C,X,CX
sku13048,C,Z,CZ
sku24359,C,Z,CZ
sku7954,C,Z,CZ
sku10691,C,Z,CZ
sku27014,C,Z,CZ
sku20803,C,X,CX
sku30026,C,Z,CZ
sku6636,C,Z,CZ
sku19715,C,Z,CZ
sku5049,C,Z,CZ
sku18487,C,Z,CZ
sku22951,C,Z,CZ
sku10235,C,Z,CZ
sku6692,C,X,CX
sku1579,C,Z,CZ
sku21518,C,X,CX
sku7584,C,Z,CZ
sku9731,C,X,CX
sku28952,C,Z,CZ
sku27398,C,Z,CZ
sku9703,C,Z,CZ
sku16993,C,X,CX
sku14881,C,Z,CZ
sku6557,C,Z,CZ
sku15242,C,Z,CZ
sku28103,C,Z,CZ
sku15324,C,Z,CZ
sku27411,C,Z,CZ
sku27282,C,Z,CZ
sku29477,C,Z,CZ
sku8220,C,Z,CZ
sku25195,C,Z,CZ
sku3781,C,Z,CZ
sku5598,C,X,CX
sku2164,C,Z,CZ
sku29715,C,Z,CZ
sku15916,C,X,CX
sku16495,C,Z,CZ
sku13076,C,Y,CY
sku12447,C,Z,CZ
sku27468,C,Z,CZ
sku9096,C,X,CX
sku17047,C,Z,CZ
sku8870,C,Z,CZ
sku441,C,Z,CZ
sku7078,C,Y,CY
sku27641,C,X,CX
sku324,C,Z,CZ
sku19855,C,Z,CZ
sku12899,C,Z,CZ
sku26424,C,Z,CZ
sku15409,C,Z,CZ
sku8231,C,Z,CZ
sku28724,C,Z,CZ
sku3606,C,Z,CZ
sku16326,C,X,CX
sku27696,C,Z,CZ
sku19594,C,Z,CZ
sku6995,C,Z,CZ
sku20018,C,Z,CZ
sku16650,C,Z,CZ
sku8923,C,Z,CZ
sku22599,C,Z,CZ
sku17000,C,X,CX
sku14263,C,Z,CZ
sku16383,C,Z,CZ
sku1800,C,Z,CZ
sku7048,C,Z,CZ
sku4208,C,Z,CZ
sku17809,C,X,CX
sku17512,C,Y,CY
sku11330,C,Z,CZ
sku8148,C,X,CX
sku2565,C,Z,CZ
sku8139,C,Z,CZ
sku18239,C,Z,CZ
sku10674,C,Z,CZ
sku18838,C,Z,CZ
sku23637,C,Z,CZ
sku22194,C,X,CX
sku28460,C,Z,CZ
sku20309,C,X,CX
sku14593,C,Z,CZ
sku30470,C,Z,CZ
sku10469,C,Z,CZ
sku26221,C,X,CX
sku12245,C,Z,CZ
sku10619,C,Z,CZ
sku16930,C,Z,CZ
sku11338,C,Z,CZ
sku21058,C,Z,CZ
sku23384,C,Z,CZ
sku19264,C,Z,CZ
sku10196,C,Z,CZ
sku23802,C,Z,CZ
sku18076,C,Z,CZ
sku24474,C,Z,CZ
sku25516,C,Z,CZ
sku11785,C,Z,CZ
sku28408,C,Z,CZ
sku17027,C,Z,CZ
sku14303,C,X,CX
sku7250,C,Z,CZ
sku18857,C,Z,CZ
sku10168,C,X,CX
sku12835,C,Z,CZ
sku11161,C,Z,CZ
sku23096,C,Z,CZ
sku2089,C,X,CX
sku21375,C,Z,CZ
sku28562,C,Z,CZ
sku22223,C,X,CX
sku17271,C,X,CX
sku25426,C,Z,CZ
sku9508,C,Z,CZ
